,user_name,user_location,user_description,user_verified,date,text,hashtags,source
301,Cal Fact Check,"Los Angeles, CA",Fact checking when the MSM won't. Retweets are NOT endorsements.,False,2022-08-02 03:15:02+00:00,"RT @Roberttaiwan: Only 3 years to go until Jomtien/Pattaya beach is open again 
https://t.co/jrSVL4qnii #ThailandNews #WorldNews #COVID #Th…","['ThailandNews', 'WorldNews', 'COVID']",Cal Fact Check
302,Robert Dawson,Tainan,,False,2022-08-02 02:43:21+00:00,"Only 3 years to go until Jomtien/Pattaya beach is open again 
https://t.co/jrSVL4qnii #ThailandNews #WorldNews #COVID #Thailand #Crispr #GMOs #Disney #Factcheck #MonkeyPox #Jetsons #LolitaExpress #WestTaiwan #Pelosi #Taiwan #Tigers #GlobalWarming #RussianGas #TSMC #Science #Tech","['ThailandNews', 'WorldNews']",Twitter Web App
303,Mouvement d'Action Paysanne | ViaCampesina.be,Belgique,https://t.co/b5FuP2Jeqq • https://t.co/2KnynuWbJp • https://t.co/u9cIoUvbeC • https://t.co/oJrGlHAfQw • https://t.co/4sO0yxok8N • https://t.co/2rCNWGQTrb • https://t.co/WNk9oBG4tV,False,2022-08-02 00:01:53+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter Web App
304,"Dale Fink, Jr. NP, EP",United States,30YEARS #TruthSeeking #RootCauses #HumanNutrition #ExercisePhysiology #DNA #BloodWork 12 #DiseasePrevention #LifeExtension #Hormones #Supplements #Over40,False,2022-08-01 21:55:46+00:00,"We are almost finished shooting videos explaining the things that are important that are ass backwards. 
Plus I’m nervous
#IBS  #digestion #GMOs #fasting #preventions #sideeffects #supplements We are getting entirely 2 many questions regarding #diets, #Weightloss &amp;🙏 RT need Ppl https://t.co/OcH4lci3Cv",,Twitter Web App
305,Amazing Health Secrets #HealthyLifestyle,Worldwide,"Free Report Ancient #SuperFoods https://t.co/G3y4HMhB8J To Live A Long, Happy & #HealthyLife #Fitness #Wellness #Health #Meditation #Wellbeing",False,2022-08-01 20:49:07+00:00,The Truth About #GMOs and Your Health https://t.co/mR6eHHAXc9 #humanhealth #allergies #harmfulfoods #eatsmart #herbicidesandpesticides #cancer #productlabeling,"['GMOs', 'humanhealth', 'allergies', 'harmfulfoods', 'eatsmart']",Revive Social App
306,Body Mind Naturopath AUTHOR,"Washington, DC",Mother👑 Author👑 Woman👑Christian👑 Specializing in REAL BODY MIND health #anthroposophy #ayurveda my books #beyondnaturalcures,False,2022-08-01 19:52:55+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for iPhone
307,Debunking Denialism,Debunking Denialism,Debunking pseudoscience and quackery with reason and evidence. Official account. Also at https://t.co/jPzoWolvzg… #skeptic #vaccines #gmos #climate,False,2022-08-01 18:22:18+00:00,10 Things You Should Know About #GMOs https://t.co/Q1dT4RDCJ9,['GMOs'],Debunking Denialism
308,Alexa11,"Berlin, Germany",I stand with Germany 🇩🇪❤️☮️,False,2022-08-01 18:18:23+00:00,"we have something approaching a shibboleth that everything that comes from Nature is good, a good example is the is the organic movement, organic is now best. But organic is not best. After 15 years of eating #GMOs food products in the USA not one single case of illness has",,Twitter for Android
309,Jules Newman,,,False,2022-08-01 18:07:22+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for Android
310,"Kathy Roddy, Girly Swot 🕷","Kent,UK","Once a librarian (always a librarian). Philosopher. Loves books, cats, veg food, meditation, buddhist ethics. Learning to draw",False,2022-08-01 17:37:43+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for iPad
311,Cindy Wilson,"Toronto, ON ",,False,2022-08-01 16:13:43+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
312,Magdalena Puchberger,,"OÖ und Wien; Kulturwissenschaften und Geschichte; Arbeitet Museum, denkt Soja, Wasser und Müll; fährt Zug",False,2022-08-01 16:06:05+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Tweetbot for iΟS
313,1Terre-1Humanité,3eme planète de Sol,"Nationalismes étroits, dictatures barbares et capitalisme hystérique ne font pas un système pouvant se survivre à lui-même, considérant les menaces globales...",False,2022-08-01 15:41:17+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
314,Te toroa 🇮🇹🇳🇿,,Kia kaha! La gente come noi non molla mai.,False,2022-08-01 15:03:15+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitterrific for iOS
315,tommyquest,third rock from the sun,"retweeter extraordinaire, lover of food, art (digital and otherwise), politics, humour, music (electronic and otherwise), sustainability, the environment, anime",False,2022-08-01 14:42:11+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
316,Kavitha Kuruganti,Bengaluru,"Alliance for Sustainable & Holistic Agriculture (ASHA): FOOD, FARMERS, FREEDOM!",False,2022-08-01 14:06:54+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter for Android
317,Dr. Vandana Shiva,,,False,2022-08-01 13:39:23+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for iPad
318,FoodSovereigntyGhana,"Accra, Ghana",Our Food Under Our Control!,False,2022-08-01 13:27:45+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
319,iHealthTube.com,United States,Natural Health Videos! Avoid Prescriptions. Avoid Toxins. Eat Organic. Find natural remedies to your health problems. Visit the Site! http://t.co/6wybx3mTAH,False,2022-08-01 13:03:01+00:00,"What Europe knows about GMOs that we don't! https://t.co/IAivm9zJ7T
#GMOs #gmo #ihealthtube #food #toxins #naturalhealth https://t.co/OqtfsYEsor","['GMOs', 'gmo', 'ihealthtube', 'food', 'toxins']",Buffer
320,Pan-Africanist Int.,Worldwide,"Pan-Africanist International is a platform that focuses on identification, defence and advancement of the interests of ordinary Africans https://t.co/GZ79SpJB82",False,2022-08-01 12:57:50+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
321,Pan-Africanist Int.,Worldwide,"Pan-Africanist International is a platform that focuses on identification, defence and advancement of the interests of ordinary Africans https://t.co/GZ79SpJB82",False,2022-08-01 12:56:02+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
322,Nan Haynes,,Animals,False,2022-08-01 12:49:03+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for Android
323,Andrea - where’s the revolution #DoNotComply,"London, England","The general population doesn’t know what is happening and it doesn't even know that it doesn't know! 🙄😳 here for any info, research, retweets...no DM’s please",False,2022-08-01 12:26:46+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for iPhone
324,Kamayoq,UK,"Promotes agricultural #biodiversity, dynamically-managed by #peasants, for #foodsovereignty, #agroecology & localised #foodsystems | patrick.mulvany@kamayoq.org",False,2022-08-01 12:03:12+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for Android
325,Paul Rogers,"Langtoun, UK","Anti/political writer, ex-Alienware aficionado and frustrated traveller. Delendi Civitas. Entrance Not For Everybody.",False,2022-08-01 12:00:02+00:00,"A free hand for #GMOs too, no doubt. We recall how appalling Truss was at Defra, a rubber stamp for every industry lobby that came asking. https://t.co/2jzinxAfec",['GMOs'],Twitter Web App
326,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-01 11:58:17+00:00,What are #GMOs ? - https://t.co/vAXlKH9Jh7 #MthrEarthLiving https://t.co/PqQMgXXXC3,"['GMOs', 'MthrEarthLiving']",The Social Jukebox
327,Ginette Belaatel 💙NHS,"London, UK","world citizen, tweet does not necessarily mean endorsement, however, I own my own words, increasingly necessary nowadays.",False,2022-08-01 11:49:27+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
328,Ffortescue,,"Calm, focused, positive, Stoical. No mood Hoovers, energy vampires or PLOMs.",False,2022-08-01 11:43:13+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
329,Alexandar Pavlov,Canada,Law Clerk and a former lawyer and public notary. I am passionate about the law and justice. Twenty years of legal experience. Community builder. Rotary member.,False,2022-08-01 11:40:37+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for Android
330,Paul Rogers,"Langtoun, UK","Anti/political writer, ex-Alienware aficionado and frustrated traveller. Delendi Civitas. Entrance Not For Everybody.",False,2022-08-01 11:39:56+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
331,GMWatch,,Countering the propaganda of the biotech industry. Subscribe to free email newsletters: https://t.co/4GoxRVvA0L,False,2022-08-01 11:38:50+00:00,"Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) https://t.co/Vqxuu6fuOq",,Twitter Web App
332,EdwinBe,,,False,2022-08-01 11:37:15+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter Web App
333,Yochanan 5:43,,"In the United States, but, of the Nation of YaHUdaH.",False,2022-08-01 11:32:35+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
334,Mara S,"Windsor, Ontario","Student of the New Message, Extraterrestrials, Climate Change, World Change & Connecting with Knowledge",False,2022-08-01 11:31:46+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter for iPhone
335,FoodSovereigntyGhana,"Accra, Ghana",Our Food Under Our Control!,False,2022-08-01 11:15:31+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter Web App
336,GMWatch,,Countering the propaganda of the biotech industry. Subscribe to free email newsletters: https://t.co/4GoxRVvA0L,False,2022-08-01 10:53:28+00:00,"RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are #GMOs and should be regulated accordingly🧬🌽This article takes a closer look at the court case and the debates🧐 https://t.co/LlYhxH1u85 #GMO https://t.co/kGq1LtJezp",,TweetDeck
337,Kavitha Kuruganti,Bengaluru,"Alliance for Sustainable & Holistic Agriculture (ASHA): FOOD, FARMERS, FREEDOM!",False,2022-08-01 09:55:32+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for Android
338,Free56,,,False,2022-08-01 08:23:49+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for Android
339,Diana_Kobus,"Pennsylania, USA",Working to transform the food system for the health of people and the planet. 🌱 Executive Director at PCO,False,2022-08-01 05:18:10+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for iPhone
340,ashoksinghania,HYDERABAD,"ARCHITECT AND INTERIOR DESIGNER. 
APART FROM THIS ADREAM BHARAT SONA KI CHIDYA
KEEN INTREST IN MACROECONOMICS AND HEALTHCARE",False,2022-08-01 03:47:33+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
341,R. K. Sahu,Delhi,A concerned citizen of India. Views are personal. Retweet is not an endorsement.,False,2022-08-01 03:41:22+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for Android
342,GMOFREEFLORIDA,,GMO Free Florida is a grassroots organization that educates & organizes about the issue of GMOs.,False,2022-08-01 02:55:27+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
343,Brian Colbert Kennedy,"Los Angeles, CA","Life is wild, man.",False,2022-08-01 02:46:24+00:00,"RT @Importantnotimp: From Newsletter 286: tentatively optimistic climate news, COVID misinformation &amp; Facebook, super productive rice, sham…",,Twitter for iPhone
344,Devinder Sharma,India,"Writer, Researcher, Columnist, Author  #economics #global trade #food and agricultural policy #environment #development",False,2022-08-01 02:08:52+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for Android
345,Earth Soldier Lifestyle,VA,"""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",False,2022-08-01 01:31:01+00:00,"RT @Importantnotimp: From Newsletter 286: tentatively optimistic climate news, COVID misinformation &amp; Facebook, super productive rice, sham…",,Targeted Learning
346,"Important, Not Important 🌎",Earth/Your Inbox,"Science for people who give a shit. Webby/Shorty nominee: Best Newsletter, Best Science Show, Best Podcast Host, Best Podcast Ep. Let’s go.",False,2022-08-01 01:26:08+00:00,"From Newsletter 286: tentatively optimistic climate news, COVID misinformation &amp; Facebook, super productive rice, sham results in Alzheimer's research, and AI figured out every single protein structure.

Subscribe now!

#climatechange #misinformation #gmos #alzheimers #deepmind https://t.co/ht95Xy2cXg",,Buffer
347,Arseni Karp ▲,A cabin deep in the woods,I KNOW THE TRUTH some questions must be asked. bot maintained by @geology_rocks,False,2022-07-31 22:16:28+00:00,Satanists are opressing the sheeple with holograms to blow up Mt. Rushmore.  #GMOs,['GMOs'],ArseniKarp
348,JOFE ORGANIC FARM GULU,"Gulu, Uganda","we are dealing in spices n herbs , organic vegetable and seedlings production for spices of all types as well training offered 👉 details pliz inbox 0788770928",False,2022-07-31 17:04:43+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter for Android
349,J Fave,SouthCentral California Coastl,Iron to Krishna's(God's) Magnet..Eternal servitor of Shakti. Completely devoted non devotee.,False,2022-07-31 16:24:55+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter for Android
350,Michele Evans☮🌎,Houston,,False,2022-07-31 16:16:54+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter for iPad
351,SmlPplAgstBigGov,,Blocked & censored on all mainstream platforms. Locked out of my main Twitter Account. Telegram is my Home.  Non-Compliant. Truther.  Activist. 🌎💉👀,False,2022-07-31 16:11:28+00:00,"@_evelynrae Did they have High Fructose Corn Syrup, GMOs and 82,000 unregulated chemicals back then?  

No!  

#HFCS was introduced in the 70’s, #GMOs in the 80’s and our chemical load was expanded year after year. Kids got only a handful of vaccines not the 72 doses they’re getting nowadays",,Twitter for iPhone
352,Mark Lipson,"Davenport, CA","Member of Molino Creek Farming Collective, Davenport, Calif.

Former Organic and Sustainable Agriculture Policy Advisor, USDA.",False,2022-07-31 15:55:01+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for Android
353,Debarbara Fren 🍊🐸🤠🌵,Arizona 🌵,"💖America loving, 💯flag waving, 😎 freedom defending, 😤🤠constitution protecting American! 🗽Trump supporter! 💥Trump Won!🐸Frog Fren.💕",False,2022-07-31 15:50:05+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter Web App
354,Linda Collins,"DeSantistan Fascist territory,","Fascism came 2 America wrapped in the flag & carrying a cross.  
 🌛🌝🌜Born again Pagan. 1Race=Human   
 
🚫No Maggots 💙TeamPelosi💙Pro Choice 🚫No lists",False,2022-07-31 15:47:07+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for Android
355,Strong Coffee 🇺🇦,Minnesota and Wisconsin,"Cynthia White, PhD. Disabled. Chronic Fatigue Syndrome. Leftist Democrat.(She/her cis hetero). #bloggesstweeps. Instagram: lattesdotter11",False,2022-07-31 15:46:36+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
356,RedFrog,Everywhere.,"Don't trust, don't fear, don't beg. 
RT = Read This.",False,2022-07-31 15:43:59+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
357,GMWatch,,Countering the propaganda of the biotech industry. Subscribe to free email newsletters: https://t.co/4GoxRVvA0L,False,2022-07-31 15:37:45+00:00,"Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, according to data from the U.S. Department of Agriculture. #GMOs #biofuels https://t.co/COxwzgss1u",,Twitter Web App
358,Vinit Jain,,,False,2022-07-31 15:30:37+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter for Android
359,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-07-31 12:42:15+00:00,"German Environment Agency Study Finds #Glyphosate in Urine https://t.co/C4Kn76l558
#GMOs https://t.co/9fVccbNOOM","['Glyphosate', 'GMOs']",The Social Jukebox
360,anakin13,,,False,2022-07-31 12:35:08+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter for Android
361,elisabeth🐾🇺🇦,,"passionate vegan animal lover and protector of all kinds, including the creepy ones. Budding activist🌱😻🐾🦔🐿🦊🐭🐷🐻🐶🐨🐴🐮🐒🦇🐝🐞🪲🦅🦉🦞🪱🐋🦭🦒🦓NO DM”s",False,2022-07-31 10:20:16+00:00,RT @OrganicLiveFood: Did you know 80% of processed foods in US contain #chemicals banned in other countries: https://t.co/TVxWju4fak #addit…,['chemicals'],Twitter for iPhone
362,Dr. Gonzo,"Paris, France",La liberté des autres étend la mienne à l’infini #Mastodon : https://t.co/aoKTS4e84G,False,2022-07-31 04:53:45+00:00,"RT @infogm: This institution defined the micro-organism as a “composition of matter”, opening up the field of patentability of living matte…",,Twitter for iPhone
363,INYAKU Tomoya (Eng.),"Tokyo, Japan","PARC1986-,IBASE(Rio/Brazil,1991-1994),FIM(Geneva),JCA-NET,Greenpeace(2001-10),Alter Trade, OK Seed Project (2021-) @tomo_nada(Japanese),@tomo_prt(Portuguese)",False,2022-07-31 01:51:12+00:00,"RT @foeeurope: #NewGMO are part of the climate damaging industrial food systems 🏭

Ask the EU to keep new #GMOs out off our fields &amp; plates…","['NewGMO', 'GMOs']",TwitPanePlus
364,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-07-30 22:50:19+00:00,"EPA &amp; FDA Claim Cancer is a ""Trade Secret"" Belonging to Monsanto. 
Start at 25:00: 
https://t.co/xBrBLyhpqz 
#GMOs
#Cancer","['GMOs', 'Cancer']",The Social Jukebox
365,Arseni Karp ▲,A cabin deep in the woods,I KNOW THE TRUTH some questions must be asked. bot maintained by @geology_rocks,False,2022-07-30 22:16:27+00:00,Gay manatees are devouring Americans with earthquakes to summon the ghost of JFK.  #GMOs,['GMOs'],ArseniKarp
366,alone,,I do not,False,2022-07-30 21:17:50+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter for Android
367,Dzifah R. Hiatsi 🇬🇭🇹🇬🇳🇬🌍,"Worcester, MA; Agotime, Ghana",#ichangetheworld . #PoliceBrutality survivor. #Journalist #Africa #Ghana #Togo #HumanRights #Vodoun 🌸🌸 #Fashion #Photography #CashApp $Dzifah #Venmo @Dzifah,False,2022-07-30 19:37:37+00:00,"RT @drvandanashiva: #GMOs have not increased yield of crops but increased use of pesticides ,herbicides &amp; fertilisers as study after study…",['GMOs'],Twitter for Android
368,Stacie Hrabe,"Kansas City, MO","LWV, MOVPC, mom to 2 dragon daughters, mountaineer, #vote #BLM #racesunitedkc,#prochoice, anti assault weapons",False,2022-07-30 19:29:13+00:00,"RT @drvandanashiva: #GMOs have not increased yield of crops but increased use of pesticides ,herbicides &amp; fertilisers as study after study…",['GMOs'],Twitter for iPhone
369,#DUPONTdisease,South Florida USA,"Exposing #DuPont/#pharma/#healthcare/#gov #fraud / #corruption

First account: March 2012",False,2022-07-30 18:32:21+00:00,"RT @WULF_HEMP_SEED: @JandTContent WE HAVE NO CHOICE IN 2022 NOT TO EAT #GMOs ...
THEY HAVE SATURATED #NATURE 

#ECOCIDE IS A GLOBAL CRIME #…","['GMOs', 'NATURE', 'ECOCIDE']",Twitter Web App
370,Ute Bauer,Norddeutschland,"Dipl.-Ing, 30 Jahre Bemannte Raumfahrt, @_GermanZero, Kommunalpolitikerin, Pflanzenesserin, Radlerin
!Klimaschutz über Parteigrenzen hinweg!

Profilfoto K.",False,2022-07-30 17:52:22+00:00,RT @Rome_Fell: #Dicamba: #Bayer and #Monsanto's Secret #WeaponofMassDestruction Against US #Farmers...taking #pesticide drift to a new leve…,"['Dicamba', 'Bayer', 'Monsanto', 'WeaponofMassDestruction', 'Farmers', 'pesticide']",Twitter Web App
371,Kräuter | Verbena,Usedom,★ Hofladen ★ Kräutergarten ★ Wildkräutermenüs ★ Impressum: https://t.co/hPUR94BQYD ★ Datenschutz: https://t.co/DXMBGfRO6t,False,2022-07-30 17:51:13+00:00,RT @Rome_Fell: #Dicamba: #Bayer and #Monsanto's Secret #WeaponofMassDestruction Against US #Farmers...taking #pesticide drift to a new leve…,"['Dicamba', 'Bayer', 'Monsanto', 'WeaponofMassDestruction', 'Farmers', 'pesticide']",Kräuter | Verbena [YATB] I
372,SD Ag Labs,"Brookings, SD",A Pesticide Testing Laboratory,False,2022-07-30 17:08:50+00:00,RT @Rome_Fell: #Dicamba: #Bayer and #Monsanto's Secret #WeaponofMassDestruction Against US #Farmers...taking #pesticide drift to a new leve…,"['Dicamba', 'Bayer', 'Monsanto', 'WeaponofMassDestruction', 'Farmers', 'pesticide']",Pesticide_Retweet
373,Rhode Island Red 🌵,AZ,"Lit, music, art, film, gardening, natural healing, crafter, reader, freethinker, jill of all trades                                 🙏🏼💚🧠🌸🌵🌞✍🏼❤️",False,2022-07-30 17:02:20+00:00,"#Dicamba: #Bayer and #Monsanto's Secret #WeaponofMassDestruction Against US #Farmers...taking #pesticide drift to a new level #GMOs #GE #USA
#BioTech #Gates #farmland  https://t.co/0TYptcZtwd","['Dicamba', 'Bayer', 'Monsanto', 'WeaponofMassDestruction', 'Farmers', 'pesticide']",Twitter for iPhone
374,Wendy E. Slater,"Vermont, USA",The Traduka Wisdom Poetry Series® is a modern mystical poetry collection written to bring healing to each reader in a unique way.,False,2022-07-30 17:00:54+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter Web App
375,Catherine,#ElPasoStrong ,"Passionate about creating unique handmade jewelry. Avid reader & intrepid wanderer. LOVE my rescue shadow dog, Seamus (aka Moose) #IStandWithUkraine",False,2022-07-30 16:58:56+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter Web App
376,🌊 TaiChi_John,Earth,"Author: A TAI CHI COMPENDIUM eBook Kindle KU • Chen Wei Ming Classical Yang Style Tai Chi • Interests: History, Science, Nature, Qi, the Cosmos #BlueVoices",False,2022-07-30 16:50:29+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter Web App
377,Luci Buddie,,Wishing for Sun and fun 2022 With a great guy I trust.,False,2022-07-30 16:33:52+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter Web App
378,Raymond Kibonekha,"Kentucky, USA","KIBONEKA RAYMOND official,

#Resiliency my lifetime anchor.

#Email:rkibonekha5@aol.com",False,2022-07-30 16:28:47+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter for Android
379,ch.v.uma maheswar ra,"Andhra Pradesh, India",Orissa,False,2022-07-30 16:27:32+00:00,"RT @OrganicLiveFood: 38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #…","['GMOs', 'toxic', 'GMOfree', 'Toxic']",Twitter for Android
380,Organic Live Food,US,"We provide #nutritional facts abt #organic foods, #raw/live foods, #superfoods, #herbs, #healthy #diet, #GMOs & #pesticides https://t.co/EC1X1T02tP",False,2022-07-30 16:25:25+00:00,"38 Countries have banned GMOs, but the US would not even label #GMOs: https://t.co/bMgkBC2QBF #toxic #GMOfree #Toxic #BanGMOs https://t.co/EZ67IHr9pK","['GMOs', 'toxic', 'GMOfree']",IFTTT
